#{"t_start": 1738749049.8012466, "env_id": "None"}
r,l,t
1318.418534,7,433.609461
1327.089263,7,433.749174
1328.720661,7,433.86883
1297.859636,7,433.995894
1319.477643,7,434.129979
1333.851632,7,434.24497
1341.498459,7,434.349828
1313.340203,7,434.930535
1311.960029,7,435.109284
1341.357829,7,435.227451
1326.086992,7,435.356125
1323.648404,7,435.485858
1340.39222,7,435.604796
1315.796156,7,435.726326
1356.149163,7,435.839347
1294.768741,7,435.958842
1330.810731,7,436.075419
1330.370277,7,436.186852
1362.753329,7,436.30791
1347.027769,7,436.422152
1340.302041,7,436.539667
1330.550706,7,436.659671
1343.506593,7,436.806113
1332.682433,7,436.952595
1318.302966,7,437.145387
1333.60752,7,437.313435
1327.224886,7,437.464953
1334.568512,7,437.598738
1338.547271,7,437.974007
1304.572852,7,438.093611
1317.301816,7,438.207172
1294.482212,7,438.317708
1332.271006,7,438.439348
1267.81045,7,438.563951
1361.817094,7,438.682699
1317.83378,7,438.808394
1360.912127,7,438.943007
1292.813235,7,439.071266
1314.730859,7,439.210695
1297.936347,7,439.342484
1318.641981,7,439.491255
1326.511863,7,439.607967
1343.212938,7,439.737636
1301.444756,7,439.851373
1372.478755,7,439.969009
1333.678642,7,440.136466
1291.373693,7,440.252084
1302.111386,7,440.382628
1336.922081,7,440.494631
1317.092219,7,440.604278
1313.18049,7,440.729807
1308.76285,7,440.845502
1279.998107,7,440.967018
1301.78917,7,441.086992
1285.669344,7,441.200928
1354.939854,7,441.31406
1302.739367,7,441.43433
1311.332276,7,441.552404
1292.002558,7,441.6787
1317.471871,7,441.790027
1295.099556,7,441.902603
1321.419881,7,442.028143
1350.656495,7,442.146983
1328.994719,7,442.26847
1293.989409,7,442.379029
1319.524125,7,442.505757
1301.204891,7,442.630758
1309.747956,7,442.774559
1339.258017,7,442.910665
1304.131606,7,443.093999
1317.952064,7,443.240246
1311.168437,7,443.369769
1313.544497,7,443.493274
1345.876817,7,443.612492
1295.55279,7,443.74658
1298.779959,7,443.863642
1302.227244,7,444.035277
1308.812699,7,444.222067
1318.270126,7,444.403076
1322.384942,7,444.533597
1302.507492,7,444.731651
1312.562755,7,444.87801
1321.795994,7,445.032238
1357.170285,7,445.168491
1313.568189,7,445.303063
1310.027502,7,446.065551
1308.687239,7,446.174093
1347.653379,7,446.304484
1307.555549,7,446.416526
1327.413143,7,446.540047
1312.848978,7,446.672931
1324.277057,7,446.836346
1331.260182,7,446.981038
1314.904819,7,447.108169
1334.660461,7,447.257452
1309.871171,7,447.428485
1294.303622,7,447.572
1328.657804,7,447.711066
1339.53427,7,447.858979
1323.982129,7,447.987532
1324.600908,7,448.106103
1342.064233,7,448.227524
1329.465935,7,448.340211
1293.26091,7,448.459676
1318.167173,7,448.604813
1319.540251,7,448.780517
1324.597402,7,448.946446
1320.432147,7,449.088689
1339.883005,7,449.229845
1328.578058,7,449.363277
1296.740665,7,449.524616
1359.087542,7,449.711497
1326.911371,7,449.882484
1276.779463,7,450.047723
1283.861347,7,450.255422
1316.290016,7,450.412459
1310.053543,7,450.56902
1304.535746,7,450.707135
1341.707028,7,450.842595
1307.950951,7,451.003677
1374.370419,7,451.156333
1298.626371,7,451.277589
1292.97299,7,451.402372
1343.156688,7,451.560766
1289.214427,7,451.729527
1314.245182,7,451.872512
1312.914625,7,452.004042
1366.722295,7,452.1179
1288.692279,7,452.659664
1360.13051,7,452.800348
1300.052162,7,452.930953
1340.681572,7,453.053192
1276.148383,7,453.197058
1314.330508,7,453.325081
1311.066202,7,453.440595
1372.26573,7,453.600183
1306.053491,7,453.74948
1308.941822,7,453.89829
1316.360324,7,454.029541
1356.894336,7,454.185187
1317.364544,7,454.372307
1329.537452,7,454.546871
1296.674128,7,454.705399
1355.725945,7,454.836731
1311.788094,7,455.020149
1297.772173,7,455.18202
1327.094148,7,455.324313
1330.033319,7,455.476832
1318.714456,7,455.607586
1314.311355,7,455.747721
1333.949249,7,455.868788
1288.501834,7,456.067981
1328.47471,7,456.271661
1319.24932,7,456.924319
1342.137113,7,457.100746
1314.858588,7,457.309278
1330.058811,7,457.480404
1385.002428,7,457.675635
1343.684255,7,457.845926
1306.501946,7,458.005086
1297.018161,7,458.143358
1292.824217,7,458.271688
1301.145993,7,458.395336
1298.864883,7,458.52469
1304.41202,7,458.674209
1298.058543,7,458.833915
1349.11321,7,458.978434
1320.985687,7,459.09919
1333.130058,7,459.251617
1303.306425,7,459.407725
1302.128269,7,459.562454
1313.363671,7,459.719496
1333.995031,7,459.876401
1382.365942,7,460.018316
1262.850339,7,460.149397
1326.498089,7,460.28095
1305.697125,7,460.403035
1376.130463,7,460.532174
1307.290919,7,460.646699
1298.298208,7,460.770231
1325.527195,7,460.886286
1352.382162,7,461.016394
1323.286691,7,461.129416
1298.805443,7,461.236979
1308.537101,7,461.348468
1324.449624,7,461.465019
1306.045546,7,461.58656
1309.245126,7,461.715629
1356.868846,7,461.82883
1318.295082,7,461.937354
1299.582532,7,462.064692
1354.710862,7,462.26264
1328.680646,7,462.386234
1353.160457,7,462.51142
1346.522733,7,462.635559
1304.116537,7,462.762076
1337.789034,7,462.897706
1333.974726,7,463.039781
1337.48391,7,463.183327
1305.566747,7,463.30691
1282.033528,7,463.469985
1292.795206,7,463.634093
1357.059547,7,463.772341
1352.309773,7,463.893866
1323.999473,7,464.007372
1325.713007,7,464.134346
1366.261672,7,464.266904
1318.073827,7,464.406318
1334.959604,7,464.530352
1348.109089,7,464.677896
1332.910076,7,464.812988
1319.348648,7,464.942054
1305.286152,7,465.070834
1293.151082,7,465.200367
1292.862351,7,465.33046
1332.422001,7,465.458987
1282.238305,7,465.584635
1318.233526,7,465.721812
1327.343505,7,465.845888
1298.320918,7,465.969433
1296.508825,7,466.094059
1318.060622,7,466.24201
1315.943396,7,466.377568
1322.067644,7,466.504519
1310.84304,7,466.6466
1309.558545,7,466.802684
1321.509906,7,466.945283
1286.949501,7,467.070374
1383.879171,7,467.510184
1335.826184,7,467.645564
1324.368378,7,467.797223
1349.238919,7,467.949327
1359.894245,7,468.090419
1316.429014,7,468.245204
1315.979539,7,468.394764
1372.286158,7,468.564463
1297.08893,7,468.755193
1270.635838,7,468.91823
1278.860568,7,469.053634
1310.616993,7,469.170154
1352.687462,7,469.291239
1308.825717,7,469.409422
1337.785994,7,469.537451
1353.908395,7,469.657629
1320.670657,7,469.78069
1364.242696,7,469.914918
1296.704361,7,470.03671
1317.590453,7,470.164758
1312.940382,7,470.27849
1314.672312,7,470.384136
1325.948286,7,470.537598
1325.31931,7,470.702121
1312.640681,7,470.818332
1326.692127,7,471.005968
1326.206055,7,471.169307
1357.127095,7,471.298872
1295.650255,7,471.409446
1300.023798,7,471.526046
1292.364684,7,471.644564
1312.193699,7,471.768094
1369.462298,7,471.886992
1313.48414,7,472.019496
1303.219898,7,472.145311
1304.761547,7,472.286656
1313.184215,7,472.404906
1304.072548,7,472.521964
1298.629528,7,472.650797
1388.45567,7,472.774352
1307.296333,7,472.895177
1333.945453,7,473.014693
1303.728444,7,473.126449
1291.301709,7,473.23811
1313.355683,7,473.361715
1350.582873,7,473.485491
1337.403478,7,473.592069
1279.876768,7,473.718457
1314.239272,7,473.840651
1271.789594,7,473.989128
1310.747163,7,474.140084
1326.062882,7,474.27462
1346.636318,7,474.419492
1284.592996,7,474.538548
1315.915514,7,474.663062
1368.321352,7,474.800141
1327.565128,7,474.922256
1333.153988,7,475.057131
1294.003451,7,475.177645
1329.505267,7,475.358187
1302.966125,7,475.493495
1341.238216,7,475.624993
1298.96887,7,475.768537
1310.769749,7,475.897718
1262.322344,7,476.023908
1278.676738,7,476.14268
1306.578649,7,476.259003
1407.422582,7,476.378596
1287.917944,7,476.491764
1287.457244,7,476.605622
1297.304658,7,476.733553
1358.164028,7,476.842489
1347.172162,7,477.330148
1305.694396,7,477.476656
1343.845109,7,477.646917
1326.28743,7,477.82859
1322.021279,7,477.9694
1360.953523,7,478.131634
1390.949722,7,478.252906
1342.595228,7,478.368304
1332.927217,7,478.499272
1317.098488,7,478.622864
1324.172406,7,478.761808
1354.113777,7,478.887736
1268.222035,7,479.015222
1325.69787,7,479.133317
1306.662392,7,479.254236
1327.536946,7,479.36493
1324.776456,7,479.478363
1340.951906,7,479.591198
1305.497725,7,479.720022
1311.532215,7,479.850038
1301.715808,7,479.970662
1314.064693,7,480.117185
1355.825541,7,480.237681
1317.980781,7,480.369189
1334.621393,7,480.519904
1315.816282,7,480.662519
1327.818655,7,480.834661
1341.497395,7,480.987056
1311.133317,7,481.385976
1324.829124,7,481.510781
1310.978885,7,481.636059
1300.52906,7,481.779652
1317.910821,7,481.915284
1343.489997,7,482.063499
1345.613569,7,482.243294
1328.135788,7,482.408316
1304.444011,7,482.588498
1295.106575,7,482.752095
1289.860401,7,482.915671
1362.179018,7,483.076422
1352.738419,7,483.233239
1288.886871,7,483.370315
1346.821641,7,483.509737
1335.633856,7,483.671398
1359.69125,7,483.839751
1352.211186,7,484.001161
1330.588099,7,484.158732
1296.54129,7,484.312319
1309.169539,7,484.461319
1350.895948,7,484.650356
1386.416175,7,484.870896
1396.944065,7,485.065385
1294.936784,7,485.229104
1315.095788,7,485.370748
1321.143384,7,485.499263
1343.810053,7,485.639998
1291.913826,7,485.793029
1351.122583,7,485.954257
1317.920849,7,486.08495
1321.120005,7,486.237582
1323.701108,7,486.378752
1382.075311,7,486.499908
1345.196108,7,486.633081
1319.720351,7,486.818388
1322.750715,7,486.982894
1305.770585,7,487.13459
1336.654136,7,487.287624
1340.928153,7,487.433171
1338.468557,7,487.587208
1329.956884,7,487.722961
1344.340972,7,487.856817
1303.984772,7,487.979454
1311.40919,7,488.105034
1407.045162,7,488.246228
1309.532374,7,488.421372
1313.387582,7,488.585822
1318.258162,7,488.748506
1326.993232,7,488.900493
1341.342849,7,489.096985
1350.464579,7,489.236781
1273.922266,7,489.358827
1337.981296,7,489.478535
1372.150952,7,489.598286
1323.137096,7,489.72968
1268.622591,7,489.850519
1381.388089,7,489.976007
1359.166446,7,490.095609
1304.727448,7,490.218514
1362.338074,7,490.344121
1345.796091,7,490.459394
1328.286811,7,490.576864
1316.294583,7,490.701585
1324.286942,7,490.808292
1297.623643,7,490.940905
1317.386067,7,491.069353
1336.917046,7,491.186953
1317.052432,7,491.33286
1386.80578,7,491.458714
1289.86235,7,491.583815
1339.731362,7,491.753336
1409.414164,7,491.943991
1294.817413,7,492.078441
1336.258023,7,492.248667
1281.764191,7,492.403782
1324.470498,7,492.570127
1329.337726,7,492.738687
1309.181872,7,492.904618
1316.903001,7,493.070496
1318.733414,7,493.226719
1302.739794,7,493.357013
1349.771407,7,493.484938
1323.792591,7,493.609564
1316.69197,7,493.742089
1314.617009,7,493.872373
1324.054529,7,494.008231
1353.14111,7,494.136872
1295.415921,7,494.265628
1298.477486,7,494.393855
1355.11511,7,494.508075
1366.811892,7,494.628885
1303.201115,7,494.773814
1349.918442,7,494.919353
1352.255191,7,495.08248
1323.581766,7,495.225119
1328.592007,7,495.359856
1350.603734,7,495.484535
1331.376941,7,495.643061
1358.720281,7,495.812316
1279.834767,7,496.230624
1300.405776,7,496.372331
1312.72616,7,496.505647
1313.962899,7,496.631257
1357.006675,7,496.792563
1332.319814,7,496.949734
1360.130445,7,497.119429
1348.076821,7,497.287401
1342.864852,7,497.472761
1279.298538,7,497.616641
1290.426148,7,497.776298
1294.831556,7,497.940544
1300.704523,7,498.103881
1324.391187,7,498.244322
1345.234991,7,498.395773
1326.984537,7,498.522653
1326.980599,7,498.642486
1352.749721,7,498.775612
1289.414756,7,499.341393
1310.558555,7,499.474668
1309.910265,7,499.654599
1336.581638,7,499.830627
1309.938115,7,499.974586
1329.065323,7,500.116414
1336.236426,7,500.26677
1361.642259,7,500.400614
1365.844398,7,500.532003
1371.526144,7,500.661121
1306.08877,7,500.799672
1340.250883,7,500.924604
1335.678296,7,501.054899
1321.929541,7,501.192732
1306.134869,7,501.329028
1298.284137,7,501.442628
1348.432593,7,501.554262
1336.758823,7,501.667973
1350.387143,7,501.790709
1346.214053,7,501.923691
1357.815278,7,502.128908
1311.502544,7,502.254166
1342.371438,7,502.380885
1312.039016,7,502.56214
1323.299332,7,502.697722
1325.718087,7,502.821102
1339.199332,7,502.948608
1372.640325,7,503.078176
1322.766786,7,503.228585
1319.067669,7,503.349504
1314.925117,7,503.4773
1328.230479,7,503.596835
1320.808919,7,503.716015
1284.009312,7,503.82844
1285.770056,7,503.944352
1366.46574,7,504.074415
1318.520168,7,504.191108
1359.152282,7,504.313429
1351.074007,7,504.442586
1334.397451,7,504.572391
1301.407723,7,504.718524
1305.487873,7,504.857337
1337.030596,7,505.003824
1308.003441,7,505.133156
1313.388209,7,505.274796
1280.5169,7,505.398321
1293.13214,7,505.513897
1332.60001,7,505.636443
1344.957897,7,505.772442
1303.186527,7,505.899771
1321.505241,7,506.019978
1342.639962,7,506.137021
1351.53187,7,506.253363
1324.822967,7,506.375452
1307.574065,7,506.498696
1351.855873,7,506.692891
1343.817688,7,506.845792
1318.149347,7,506.987443
1317.164104,7,507.120226
1321.60503,7,507.260393
1327.387801,7,507.378465
1400.084853,7,507.484039
1280.377534,7,507.59058
1292.675224,7,507.706116
1381.315609,7,507.827639
1303.128296,7,507.95265
1319.224336,7,508.087476
1320.649678,7,508.2252
1358.730695,7,508.36411
1310.003949,7,508.491885
1361.016883,7,508.621213
1415.021222,7,508.756876
1352.126478,7,508.892614
1318.943602,7,509.024256
1326.93305,7,509.166813
1336.384261,7,509.288939
1358.431248,7,509.408424
1328.291433,7,509.532366
1300.36452,7,509.665754
1331.505537,7,509.819876
1357.681597,7,509.950761
1298.645336,7,510.071371
1278.805911,7,510.548072
1332.818872,7,510.750317
1292.694738,7,510.872592
1301.641969,7,510.998852
1303.035679,7,511.114888
1353.539911,7,511.253727
1300.257308,7,511.423369
1332.2038,7,511.571915
1319.871062,7,511.725459
1313.74566,7,511.855648
1295.008988,7,511.981191
1315.261529,7,512.107058
1282.202301,7,512.236572
1378.714254,7,512.369007
1298.7413,7,512.502966
1353.060234,7,512.636166
1306.499161,7,512.783338
1314.546253,7,512.930856
1364.995675,7,513.062189
1297.697685,7,513.193578
1332.872837,7,513.318749
1335.942544,7,513.440295
1334.052882,7,513.61307
1313.767034,7,513.783371
1297.92598,7,513.932925
1362.499245,7,514.066348
1317.453994,7,514.191863
1303.290204,7,514.352685
1338.954833,7,514.495663
1307.929195,7,514.636175
1309.222608,7,514.793285
1330.236968,7,514.98179
1337.862722,7,515.129968
1314.238141,7,515.266256
1293.957831,7,515.393554
1285.238676,7,515.53695
1355.8916,7,515.692062
1334.645799,7,515.87068
1347.914762,7,516.029542
1321.998957,7,516.149434
1331.577128,7,516.275105
1343.524243,7,516.396366
1347.630495,7,516.515495
1339.674862,7,516.6378
1326.916131,7,516.778441
1319.275768,7,516.906515
1322.778957,7,517.038377
1301.479423,7,517.181521
1342.302793,7,517.350679
1299.23704,7,517.501437
1295.035625,7,517.641315
1327.10451,7,517.791065
1314.533372,7,517.917144
1336.782601,7,518.063288
1339.044302,7,518.2068
1321.573743,7,518.35963
1350.133843,7,518.490056
1351.857079,7,518.618583
1311.181125,7,518.740139
1363.402755,7,518.86172
1303.057098,7,518.996572
1299.765624,7,519.133547
1338.137713,7,519.257087
1333.184981,7,519.379229
1285.853693,7,520.073802
1282.271023,7,520.203191
1306.956294,7,520.335004
1315.777411,7,520.468275
1321.945972,7,520.599313
1337.890244,7,520.735949
1364.125647,7,520.863757
1279.455098,7,520.987846
1312.119217,7,521.110957
1340.71629,7,521.275878
1318.453321,7,521.442951
1338.870348,7,521.570907
1347.581401,7,521.709276
1350.391498,7,521.836652
1360.286956,7,521.960107
1291.753862,7,522.083692
1362.52441,7,522.204099
1357.065322,7,522.317803
1330.797434,7,522.432471
1352.712956,7,522.564745
1339.86825,7,522.697518
1342.793837,7,522.829247
1321.819251,7,522.944648
1313.118244,7,523.065619
1328.913799,7,523.187831
1422.227133,7,523.32954
1311.674983,7,523.45246
1303.434726,7,523.568072
1351.473427,7,523.713671
1349.607485,7,523.851448
1330.901585,7,523.977857
1343.274018,7,524.098961
1333.596979,7,524.215492
1280.925346,7,524.32423
1337.520487,7,524.442966
1320.6744,7,524.555587
1334.471283,7,525.003263
1410.999774,7,525.132547
1316.34652,7,525.275357
1372.393511,7,525.401987
1345.119481,7,525.529902
1330.594157,7,525.678673
1271.358552,7,525.818219
1327.40216,7,525.94162
1339.684133,7,526.075311
1308.065829,7,526.199736
1316.919971,7,526.353478
1316.601647,7,526.477884
1335.578297,7,526.592707
1314.992006,7,526.710111
1338.371106,7,526.849004
1340.292661,7,526.993315
1309.853537,7,527.127177
1311.26639,7,527.265831
1295.918526,7,527.387353
1407.121965,7,527.515491
1320.073065,7,527.648022
1301.582082,7,527.774838
1326.680997,7,527.895396
1323.738245,7,528.019753
1358.003339,7,528.144693
1344.361213,7,528.272124
1331.519293,7,528.40152
1360.375864,7,528.521716
1334.241148,7,528.640234
1297.432592,7,528.767859
1316.294834,7,528.883123
1371.167331,7,529.003308
1348.811353,7,529.128878
1352.854378,7,529.25455
1327.319326,7,529.387078
1319.255266,7,529.505158
1330.074866,7,529.61373
1381.854863,7,529.739292
1331.574607,7,529.853824
1346.580643,7,529.971923
1325.446688,7,530.083622
1341.814101,7,530.192215
1337.648334,7,530.297771
1315.976061,7,530.408839
1332.167504,7,530.522199
1325.361219,7,530.633729
1314.046474,7,530.784285
1327.206338,7,530.914002
1331.764227,7,531.049529
1328.632171,7,531.179694
1321.082467,7,531.309784
1285.263681,7,531.462988
1349.246223,7,531.592967
1321.657847,7,531.728067
1345.693932,7,531.859745
1358.179723,7,532.042216
1296.94061,7,532.215104
1304.654958,7,532.353067
1341.537076,7,532.47894
1294.146915,7,532.60325
1330.351324,7,532.725986
1328.056214,7,532.847624
1376.687497,7,532.988944
1333.907871,7,533.109959
1319.216123,7,533.22646
1359.379457,7,533.337986
1297.656865,7,533.446704
1322.75061,7,533.562115
1359.415402,7,533.700952
1325.412708,7,533.848421
1344.40199,7,533.97359
1327.920254,7,534.102602
1314.982166,7,534.22489
1295.644428,7,534.346765
1344.189629,7,534.46308
1359.652794,7,534.645941
1315.326505,7,534.77284
1331.994995,7,534.900496
1342.23845,7,535.019797
1366.275735,7,535.141176
1373.498313,7,535.254793
1316.510548,7,535.378303
1354.976103,7,535.515294
1348.483646,7,535.64486
1292.363158,7,535.761384
1343.792955,7,535.893525
1371.757759,7,536.00997
1369.013885,7,536.123445
1363.444249,7,536.25097
1342.595406,7,536.364515
1302.132192,7,536.47414
1328.320942,7,536.584629
1292.455965,7,536.713212
1331.389192,7,536.82985
1333.742956,7,536.946232
1335.49325,7,537.059947
1352.637562,7,537.175685
1309.921185,7,537.298217
1311.079758,7,537.41171
1336.809819,7,537.522208
1355.254646,7,537.881142
1367.686533,7,538.000867
1399.222931,7,538.12606
1374.450258,7,538.242863
1366.970854,7,538.351377
1304.015326,7,538.461864
1294.702666,7,538.576395
1349.349359,7,538.694945
1325.164424,7,538.832184
1319.59606,7,539.019274
1323.518571,7,539.691788
1286.333921,7,539.805634
1324.850001,7,539.928331
1354.709443,7,540.0499
1364.730431,7,540.167863
1332.009697,7,540.295368
1314.372865,7,540.412244
1342.033389,7,540.520319
1344.667015,7,540.637865
1295.237415,7,540.772438
1312.624003,7,540.907055
1336.229336,7,541.034556
1332.651789,7,541.17399
1369.244777,7,541.30791
1323.221627,7,541.428112
1371.761642,7,541.539904
1351.469565,7,541.669581
1367.902269,7,541.804374
1338.354285,7,541.928034
1335.518675,7,542.04658
1319.375245,7,542.160703
1366.891047,7,542.291251
1308.521886,7,542.41535
1315.251445,7,542.554588
1302.399365,7,542.680418
1287.13744,7,542.812175
1362.676099,7,542.94025
1345.491455,7,543.066206
1324.923972,7,543.188787
1327.676287,7,543.318304
1309.157298,7,543.430088
1313.713322,7,543.541601
1325.654718,7,543.667874
1324.810403,7,543.807687
1328.899649,7,543.932693
1360.582254,7,544.059247
1298.103623,7,544.206599
1329.542033,7,544.318666
1348.580698,7,544.430776
1287.780702,7,544.54229
1329.079029,7,544.678174
1291.977062,7,544.845268
1305.055438,7,544.993576
1338.708656,7,545.127352
1310.647536,7,545.256151
1324.119927,7,545.379024
1337.385278,7,545.504825
1298.171057,7,545.64114
1325.813794,7,545.781907
1286.946132,7,545.91168
1355.813955,7,546.051782
1371.51591,7,546.207382
1323.138581,7,546.399433
1313.252406,7,546.571082
1334.60927,7,546.710665
1315.331848,7,546.844846
1354.466388,7,547.00321
1361.801691,7,547.154178
1321.091736,7,547.280691
1349.125528,7,547.39822
1318.445643,7,547.514775
1346.288328,7,548.368554
1363.192648,7,548.480407
1338.211797,7,548.59699
1321.569929,7,548.728255
1308.792455,7,548.861979
1358.434718,7,549.037322
1354.257363,7,549.195467
1373.289489,7,549.335011
1316.249758,7,549.459669
1359.894207,7,549.58212
1309.099083,7,549.716886
1330.932098,7,549.845149
1322.476299,7,549.983305
1327.909479,7,550.117719
1327.679691,7,550.252885
1331.981305,7,550.391895
1322.89709,7,550.519681
1306.424919,7,550.645386
1354.060565,7,550.789909
1372.206793,7,550.91222
1337.786199,7,551.047064
1371.234104,7,551.185489
1342.665795,7,551.315939
1322.371638,7,551.457236
1368.423268,7,551.591234
1369.496874,7,551.763743
1322.135545,7,551.908305
1342.023335,7,552.057532
1352.49375,7,552.178786
1350.953682,7,552.615807
1362.242487,7,552.774736
1295.119654,7,552.915807
1339.981907,7,553.0588
1311.283488,7,553.204463
1364.782835,7,553.374636
1299.415901,7,553.568417
1336.923171,7,553.749489
1343.970043,7,553.913592
1344.517807,7,554.06986
1322.575378,7,554.244283
1323.103258,7,554.409832
1368.463104,7,554.563997
1326.272499,7,554.710698
1311.265906,7,554.856153
1317.32313,7,554.984668
1277.58443,7,555.124621
1321.872216,7,555.25975
1338.691572,7,555.388224
1321.088163,7,555.513011
1355.070922,7,555.657356
1381.857613,7,555.803079
1377.695895,7,555.948828
1284.995681,7,556.088467
1332.116831,7,556.222949
1328.896764,7,556.365129
1327.894913,7,556.50351
1320.320619,7,556.630187
1352.901895,7,556.770899
1413.718636,7,556.908828
1362.783977,7,557.051382
1316.044176,7,557.187974
1316.730063,7,557.324729
1340.753473,7,557.463736
1376.202681,7,557.587925
1313.338222,7,557.73299
1336.705647,7,557.871782
1299.535709,7,558.007046
1342.715293,7,558.145493
1320.201577,7,558.310914
1318.905438,7,558.449831
1293.028149,7,558.603591
1385.030397,7,558.759899
1294.755246,7,558.893924
1301.263512,7,559.03445
1331.420353,7,559.182219
1345.504988,7,559.314739
1366.310397,7,559.462182
1334.998929,7,559.629931
1339.958756,7,559.792695
1365.968908,7,559.957861
1280.288481,7,560.101887
1354.609552,7,560.264891
1342.90673,7,560.423911
1315.661816,7,560.612128
1349.118276,7,560.776191
1320.700112,7,560.973006
1336.705916,7,561.695908
1352.981134,7,561.861
1353.382808,7,561.99749
1350.379258,7,562.139937
1335.923672,7,562.291971
1336.365876,7,562.431241
1292.598118,7,562.561584
1346.764445,7,562.716215
1324.889154,7,562.859389
1330.603716,7,563.033138
1370.078717,7,563.182509
1336.334365,7,563.308861
1329.931852,7,563.425419
1343.018439,7,563.55945
1386.927922,7,563.708511
1348.134004,7,563.848573
1362.693535,7,563.967409
1315.121925,7,564.105782
1324.032048,7,564.235521
1347.462406,7,564.359545
1327.684332,7,564.487124
1346.948312,7,564.625241
1352.024027,7,564.795269
1336.508675,7,564.9664
1361.339931,7,565.10509
1325.885102,7,565.252787
1379.079475,7,565.387307
1335.498463,7,565.524685
1313.202238,7,565.650351
1338.133875,7,565.788139
1315.700276,7,565.924049
1391.049911,7,566.051626
1335.702609,7,566.189641
1325.9307,7,566.347258
1298.472503,7,566.495761
1358.781826,7,566.629592
1335.960857,7,566.798245
1366.137337,7,566.940419
1311.571452,7,567.111434
1340.427319,7,567.274065
1335.764809,7,567.422971
1332.715278,7,567.573009
1330.396261,7,567.720521
1358.541445,7,568.229805
1335.845649,7,568.400848
1327.341774,7,568.581258
1331.180756,7,568.740917
1355.912315,7,568.913886
1365.757918,7,569.101479
1304.682302,7,569.277462
1325.203093,7,569.459276
1293.005644,7,569.596059
1289.008646,7,569.754041
1304.732154,7,569.906684
1318.904525,7,570.049199
1325.350027,7,570.190279
1309.500801,7,570.331593
1315.804822,7,570.479472
1338.918475,7,570.626333
1322.512164,7,570.778484
1344.801513,7,570.905349
1348.668419,7,571.03249
1362.173576,7,571.161747
1374.974449,7,571.302563
1321.310235,7,571.427366
1349.309966,7,571.578146
1353.420636,7,571.727209
1309.939027,7,571.855017
1323.912145,7,571.977003
1330.223204,7,572.099585
1336.573318,7,572.22457
1346.704954,7,572.346611
1311.287576,7,572.477289
1327.306806,7,572.604797
1329.202432,7,572.74532
1322.673161,7,572.896143
1330.930939,7,573.036214
1367.194221,7,573.159583
1291.684315,7,573.304085
1367.752399,7,573.430673
1325.335922,7,573.558089
1346.019887,7,573.684311
1325.657628,7,573.837595
1327.818856,7,573.963225
1348.757869,7,574.087421
1319.285712,7,574.20544
1324.688124,7,574.320078
1359.957117,7,574.456647
1319.966211,7,574.63189
1305.453267,7,574.785931
1341.86957,7,574.964242
1369.234786,7,575.150195
1328.79832,7,575.347281
1341.605642,7,575.520333
1304.637293,7,575.685889
1354.156392,7,575.826055
1368.404885,7,575.982758
1352.102319,7,576.135784
1349.313367,7,576.272369
1350.996299,7,576.397287
1307.237004,7,576.529649
1354.414208,7,576.675838
1359.2566,7,576.87101
1341.515748,7,577.05558
1354.698775,7,577.244067
1336.913743,7,577.391444
1331.425384,7,577.521351
1318.960931,7,577.641816
1335.613094,7,577.787172
1360.285256,7,577.91087
1325.881958,7,578.051608
1333.24221,7,578.239858
1323.87911,7,578.408484
1351.111671,7,578.572912
1345.15482,7,578.723164
1310.035282,7,578.857658
1338.320875,7,579.011966
1331.116852,7,579.161368
1343.60327,7,579.312079
1341.170141,7,579.457791
1302.0357,7,579.634813
1397.851968,7,579.832423
1297.978963,7,579.966282
1303.311679,7,580.104812
1344.371015,7,580.305703
1340.115015,7,580.503209
1349.684246,7,580.653759
1280.878801,7,580.788843
1302.999896,7,580.912525
1312.935984,7,581.039903
1334.022558,7,581.174656
1366.665465,7,581.29369
1374.370698,7,581.41057
1357.004772,7,581.522172
1294.263272,7,581.640773
1343.318405,7,581.773998
1298.59974,7,581.916831
1386.18445,7,582.041484
1398.691138,7,582.164615
1328.052149,7,582.31589
1345.417397,7,582.501235
1351.502565,7,582.641632
1366.761623,7,582.787724
1331.323622,7,583.663373
1317.310126,7,583.783897
1314.867308,7,583.920788
1350.58781,7,584.575275
1372.768465,7,584.714037
1316.360627,7,584.846449
1359.005134,7,584.973126
1374.835559,7,585.108521
1347.775919,7,585.233715
1339.077054,7,585.347593
1338.075179,7,585.465612
1325.339409,7,585.577139
1324.006347,7,585.693812
1326.217352,7,585.812332
1311.173276,7,585.926526
1327.645638,7,586.036632
1337.026381,7,586.145855
1298.950686,7,586.257533
1384.715805,7,586.377074
1366.368874,7,586.496412
1337.878491,7,586.608192
1312.921826,7,586.735875
1334.588758,7,586.859986
1285.292453,7,586.985975
1375.641396,7,587.109503
1371.000848,7,587.258329
1320.078137,7,587.397462
1294.234889,7,587.520606
1304.311001,7,587.638341
1341.842443,7,587.75881
1333.63029,7,587.873286
1325.366654,7,587.981217
1351.669324,7,588.094952
1346.882654,7,588.205322
1332.922053,7,588.313715
1327.003524,7,588.431257
1385.432273,7,588.544729
1357.085009,7,588.732792
1372.828325,7,588.876883
1330.933508,7,588.988213
1344.4413,7,589.109641
1386.604796,7,589.231252
1321.494886,7,589.34447
1350.284759,7,589.476803
1339.159886,7,589.600179
1303.422685,7,589.72885
