#{"t_start": 1738749049.8012466, "env_id": "None"}
r,l,t
1593.283556,7,35583.698291
1620.439549,7,35583.810115
1580.229744,7,35583.927471
1605.819502,7,35584.053111
1620.270221,7,35584.173681
1606.822468,7,35584.313093
1593.217212,7,35584.44032
1624.897659,7,35584.584286
1593.027913,7,35584.740632
1582.162173,7,35584.903991
1597.396606,7,35585.059522
1615.209235,7,35585.178522
1584.870577,7,35585.308266
1603.954722,7,35585.427736
1620.398924,7,35585.544427
1617.041286,7,35585.658747
1601.705668,7,35585.772254
1615.177661,7,35585.876702
1590.126499,7,35585.981592
1624.328582,7,35586.108576
1576.772626,7,35586.239108
1595.785848,7,35586.346616
1614.648643,7,35586.457744
1570.361382,7,35586.565486
1595.356811,7,35586.682312
1621.771577,7,35586.791584
1619.156503,7,35586.918036
1607.296829,7,35587.023566
1604.164121,7,35587.130122
1608.839003,7,35587.239252
1595.994801,7,35587.341285
1597.290665,7,35587.46314
1579.88546,7,35587.633851
1595.627494,7,35587.804609
1608.382593,7,35587.925981
1618.675663,7,35588.030181
1608.386405,7,35588.135567
1598.121662,7,35588.250231
1588.416222,7,35588.38105
1588.57251,7,35588.555686
1615.737624,7,35588.69659
1623.911815,7,35588.805928
1621.551455,7,35588.922727
1596.404198,7,35589.031987
1608.914662,7,35589.17363
1625.831544,7,35589.809034
1611.898019,7,35589.925281
1617.237902,7,35590.042124
1570.97683,7,35590.163017
1582.261082,7,35590.285677
1578.938486,7,35590.404871
1631.872144,7,35590.532008
1636.666138,7,35590.671609
1620.248593,7,35590.787797
1584.268713,7,35590.921307
1598.667236,7,35591.098328
1589.408012,7,35591.230137
1582.016351,7,35591.347196
1632.787793,7,35591.471549
1586.595882,7,35591.585196
1623.208261,7,35591.693955
1603.066489,7,35591.807591
1613.10399,7,35591.922663
1607.774525,7,35592.033396
1599.952796,7,35592.145045
1577.196703,7,35592.257328
1604.902695,7,35592.378109
1595.667779,7,35592.49578
1581.506,7,35592.617702
1593.471294,7,35592.743893
1580.644186,7,35592.873842
1612.120443,7,35592.972698
1600.799951,7,35593.083076
1579.082368,7,35593.192278
1624.185594,7,35593.305581
1589.506691,7,35593.435957
1612.745631,7,35593.560747
1602.492181,7,35593.686394
1582.827094,7,35593.801163
1605.637783,7,35593.915438
1607.626646,7,35594.029473
1585.407607,7,35594.137331
1623.098345,7,35594.261387
1621.928909,7,35594.385248
1594.870059,7,35594.513186
1628.815386,7,35594.627141
1619.661362,7,35594.74091
1613.292434,7,35595.228664
1625.603023,7,35595.368687
1596.246878,7,35595.553079
1607.641346,7,35595.705837
1594.78924,7,35595.82551
1603.281627,7,35595.940347
1601.374953,7,35596.0432
1605.933245,7,35596.148452
1622.529474,7,35596.257046
1575.145673,7,35596.355166
1616.515131,7,35596.481291
1590.454963,7,35596.607177
1586.502302,7,35596.759211
1596.030128,7,35596.883882
1602.836234,7,35597.046411
1600.733983,7,35597.232825
1580.59871,7,35597.391046
1608.047991,7,35597.550714
1634.732401,7,35597.665392
1590.011967,7,35597.775191
1625.346431,7,35597.893515
1575.331445,7,35598.006457
1577.756228,7,35598.118147
1609.784298,7,35598.24233
1606.189792,7,35598.351014
1617.642027,7,35598.474096
1619.342115,7,35598.587145
1586.489145,7,35598.69274
1617.336212,7,35598.800259
1625.913701,7,35598.915403
1625.112569,7,35599.033947
1600.914178,7,35599.139507
1583.328264,7,35599.242857
1631.043682,7,35599.36496
1588.92369,7,35599.514892
1585.665052,7,35599.631155
1605.009808,7,35599.740807
1594.013921,7,35599.853708
1555.466674,7,35599.962329
1607.111659,7,35600.083309
1624.345357,7,35600.195144
1610.331547,7,35600.306185
1571.820273,7,35600.418683
1568.305154,7,35600.540597
1629.53414,7,35600.65743
1612.765225,7,35600.766709
1628.058116,7,35600.872317
1568.568334,7,35600.987351
1624.638936,7,35601.107395
1632.056321,7,35601.225603
1592.846564,7,35601.396672
1598.024232,7,35601.545404
1585.439095,7,35601.66968
1615.120528,7,35601.791457
1572.833941,7,35601.923547
1612.350059,7,35602.036799
1602.125887,7,35602.164346
1582.228714,7,35602.281771
1583.789923,7,35602.703395
1583.567175,7,35602.886166
1609.143987,7,35603.034506
1600.977033,7,35603.15475
1622.720252,7,35603.261523
1621.683655,7,35603.379455
1600.393112,7,35603.504287
1633.111629,7,35603.640237
1595.415494,7,35603.7651
1575.989026,7,35603.936427
1613.959961,7,35604.085236
1611.038801,7,35604.213607
1601.776875,7,35604.353284
1601.614944,7,35604.484327
1573.896495,7,35604.605975
1613.593824,7,35604.728906
1599.059018,7,35604.848569
1596.221436,7,35604.968267
1609.893129,7,35605.087667
1599.368515,7,35605.202544
1592.939147,7,35605.316617
1581.658326,7,35605.432338
1624.250763,7,35605.544984
1620.236005,7,35605.673565
1595.67853,7,35605.790045
1591.189999,7,35605.901882
1602.235014,7,35606.029835
1607.808176,7,35606.151414
1604.911256,7,35606.261446
1602.581815,7,35606.38062
1601.14086,7,35606.496881
1576.783172,7,35606.607754
1587.226818,7,35606.730956
1617.967779,7,35606.844691
1616.801042,7,35606.950426
1578.475019,7,35607.060296
1635.255439,7,35607.171324
1601.22606,7,35607.281373
1580.188163,7,35607.388224
1549.17544,7,35607.519021
1602.168486,7,35607.643702
1597.388405,7,35607.771637
1616.608556,7,35607.892694
1585.464837,7,35608.002684
1608.352781,7,35608.112713
1588.733268,7,35608.236326
1573.076679,7,35608.363979
1608.771597,7,35608.490984
1630.076436,7,35608.626574
1594.886434,7,35608.735508
1621.961159,7,35608.861286
1599.71268,7,35608.985297
1620.624583,7,35609.100059
1612.836838,7,35609.203959
1588.857495,7,35609.307831
1588.392548,7,35609.421711
1567.486774,7,35609.528338
1599.161579,7,35609.732722
1613.553111,7,35609.903305
1609.735196,7,35610.050239
1588.006784,7,35610.218332
1595.284385,7,35610.382235
1559.378791,7,35610.525028
1587.518805,7,35610.653811
1603.062516,7,35610.760414
1609.117923,7,35610.870081
1613.428941,7,35610.976689
1585.623443,7,35611.089863
1608.394143,7,35611.200485
1614.019714,7,35611.308026
1577.5245,7,35611.424105
1585.045422,7,35611.560666
1576.02762,7,35611.687968
1618.397339,7,35611.808003
1598.341233,7,35611.915781
1596.111207,7,35612.016884
1601.469392,7,35612.117441
1565.240487,7,35612.234199
1609.671552,7,35612.349961
1615.174804,7,35612.462763
1597.143555,7,35612.569325
1611.095939,7,35612.694917
1572.121829,7,35612.821925
1617.160403,7,35612.924753
1587.948233,7,35613.024599
1607.235737,7,35613.129984
1568.943796,7,35613.240014
1615.094867,7,35613.362881
1592.224426,7,35613.787506
1605.084188,7,35613.89064
1544.01799,7,35613.994945
1560.077913,7,35614.090771
1608.672105,7,35614.185276
1615.772898,7,35614.284337
1614.069988,7,35614.490338
1599.761636,7,35614.629978
1609.835187,7,35614.73552
1579.733396,7,35614.865853
1596.910843,7,35614.995486
1592.123639,7,35615.120754
1607.041289,7,35616.1332
1603.7404,7,35616.243372
1586.877272,7,35616.349621
1631.240522,7,35616.474166
1602.727378,7,35616.593378
1594.128883,7,35616.70543
1598.951438,7,35616.811722
1625.917205,7,35616.914913
1619.10949,7,35617.051308
1593.655171,7,35617.211053
1600.956655,7,35617.462385
1607.001446,7,35617.623966
1625.094379,7,35617.734294
1571.09044,7,35617.848385
1609.567017,7,35617.952905
1596.913659,7,35618.061175
1629.345944,7,35618.167745
1574.68247,7,35618.270659
1602.776933,7,35618.368375
1611.884976,7,35618.482997
1573.084336,7,35618.596033
1599.779899,7,35618.698012
1598.828818,7,35618.796235
1626.588678,7,35618.91993
1585.879723,7,35619.035598
1615.759488,7,35619.146223
1582.994195,7,35619.24965
1581.496874,7,35619.366818
1619.940055,7,35619.507836
1586.180219,7,35619.62517
1593.189291,7,35619.733473
1612.752387,7,35619.839816
1591.5256,7,35619.946325
1594.876226,7,35620.083589
1604.659313,7,35620.214328
1598.702021,7,35620.345435
1582.1565,7,35620.482878
1627.192458,7,35620.638486
1609.700946,7,35620.757777
1610.262889,7,35620.868
1559.468903,7,35620.985341
1603.776634,7,35621.111236
1594.219394,7,35621.238454
1580.013814,7,35621.364738
1593.426383,7,35621.522672
1631.714053,7,35621.690894
1602.102232,7,35621.828597
1585.921851,7,35621.96672
1615.466233,7,35622.092402
1619.080595,7,35622.203971
1555.896382,7,35622.318878
1611.69624,7,35622.435227
1607.266611,7,35622.544484
1587.358567,7,35622.659068
1603.428021,7,35622.772393
1610.195122,7,35622.883995
1625.965808,7,35622.991729
1599.832215,7,35623.130332
1602.970264,7,35623.272847
1610.842882,7,35623.451623
1617.468013,7,35623.610935
1634.600239,7,35623.758164
1602.575732,7,35623.898161
1579.977131,7,35624.012027
1603.325158,7,35624.119275
1585.475948,7,35624.229804
1569.499507,7,35624.331315
1617.593413,7,35624.492085
1589.588613,7,35624.651983
1583.436298,7,35624.773062
1565.291331,7,35624.868912
1580.869713,7,35624.966206
1604.400412,7,35625.063052
1593.884861,7,35625.171715
1600.921522,7,35625.278015
1626.142639,7,35625.383754
1589.917296,7,35625.507931
1613.32368,7,35625.61355
1623.284881,7,35625.733842
1627.818423,7,35625.835819
1594.772562,7,35625.946497
1612.361802,7,35626.068681
1572.174154,7,35626.173604
1621.967075,7,35626.280796
1606.62545,7,35626.415938
1595.478105,7,35626.573527
1599.532705,7,35626.682247
1614.195928,7,35626.787889
1588.422252,7,35626.885427
1590.783844,7,35626.981892
1596.776984,7,35627.079374
1586.699806,7,35627.179156
1613.422672,7,35627.273045
1599.051849,7,35627.373881
1628.39992,7,35627.4966
1611.485192,7,35627.595394
1560.229473,7,35627.697396
1613.087172,7,35627.808281
1600.079812,7,35627.942934
1583.469773,7,35628.062498
1617.911698,7,35628.547982
1596.824348,7,35628.655122
1619.283813,7,35628.763401
1614.266351,7,35628.866128
1591.903972,7,35628.971274
1580.430437,7,35629.095607
1604.595401,7,35629.218288
1623.165956,7,35629.351555
1608.087959,7,35629.502439
1629.843345,7,35629.621423
1595.478611,7,35629.783406
1594.20702,7,35629.943639
1624.118886,7,35630.076156
1584.578992,7,35630.191647
1586.13746,7,35630.382362
1587.223262,7,35630.549173
1603.743301,7,35630.667508
1593.809988,7,35630.780989
1591.653825,7,35630.883744
1567.050238,7,35630.984633
1600.166352,7,35631.085722
1561.881672,7,35631.194989
1587.821627,7,35631.313008
1605.788045,7,35631.437257
1603.229134,7,35631.559649
1603.968305,7,35631.666853
1613.829084,7,35631.78013
1590.279529,7,35631.884417
1547.099269,7,35631.985152
1614.427175,7,35632.090477
1614.553342,7,35632.198643
1617.019585,7,35632.310505
1550.405922,7,35632.440122
1611.353737,7,35632.579508
1616.919968,7,35633.133707
1622.581086,7,35633.234531
1591.125276,7,35633.343602
1573.579494,7,35633.468126
1605.248424,7,35633.610563
1599.390087,7,35633.730678
1622.808383,7,35633.846779
1599.645507,7,35633.954555
1608.263173,7,35634.121223
1624.158985,7,35634.267556
1588.281955,7,35634.379172
1616.030652,7,35634.502693
1590.303206,7,35634.626326
1596.902273,7,35634.754005
1590.56356,7,35634.855263
1596.606893,7,35634.991937
1607.518066,7,35635.218244
1598.213643,7,35635.361204
1602.720322,7,35635.536768
1605.997888,7,35635.681067
1579.771001,7,35635.792896
1596.255582,7,35635.890311
1618.145168,7,35635.990816
1615.474399,7,35636.097909
1609.431887,7,35636.208073
1617.381723,7,35636.328624
1589.802625,7,35636.445127
1610.431639,7,35636.565021
1611.566794,7,35636.674619
1602.047815,7,35636.791774
1594.504624,7,35636.898248
1617.360448,7,35637.002068
1614.475792,7,35637.118131
1621.227518,7,35637.240585
1563.972778,7,35637.357697
1585.476513,7,35637.47985
1608.010138,7,35637.600939
1605.736949,7,35637.707249
1632.73921,7,35637.823898
1604.880289,7,35637.92471
1628.199747,7,35638.026143
1601.376002,7,35638.133374
1610.151741,7,35638.236259
1597.164701,7,35638.336557
1604.952005,7,35638.44923
1624.855783,7,35638.563977
1632.372992,7,35638.701303
1575.921391,7,35638.842322
1570.827353,7,35638.955821
1632.826305,7,35639.067671
1600.533336,7,35639.19596
1614.319953,7,35639.341158
1586.152446,7,35639.51296
1606.948051,7,35639.676332
1615.363587,7,35639.839243
1624.111123,7,35639.97083
1600.187263,7,35640.096278
1587.113905,7,35640.218529
1614.120329,7,35640.31596
1614.126332,7,35640.432225
1611.096545,7,35640.554071
1588.080508,7,35640.668865
1627.579948,7,35640.776998
1622.473654,7,35640.893872
1627.357197,7,35641.008247
1591.538194,7,35641.118524
1591.196522,7,35641.555452
1560.117469,7,35641.716564
1593.402854,7,35641.893752
1627.581868,7,35642.065995
1596.697072,7,35642.20431
1609.963328,7,35642.353393
1590.174329,7,35642.514724
1630.110924,7,35642.644126
1603.2614,7,35642.766766
1602.448662,7,35642.879998
1597.825605,7,35643.034722
1628.711117,7,35643.18474
1592.12574,7,35643.297982
1548.034633,7,35643.432005
1619.083401,7,35643.5812
1617.148099,7,35643.696025
1599.680806,7,35643.838625
1572.021563,7,35643.983008
1612.589856,7,35644.134574
1596.692357,7,35644.2969
1594.034413,7,35644.416709
1584.543054,7,35644.535492
1613.425687,7,35644.666483
1595.464947,7,35644.780288
1617.323878,7,35644.891895
1581.932683,7,35645.016077
1599.526575,7,35645.13872
1588.914963,7,35645.2779
1570.628976,7,35645.403939
1614.246586,7,35645.531923
1601.50317,7,35645.645575
1596.856222,7,35645.75861
1623.290887,7,35645.880819
1603.879243,7,35646.018969
1557.967811,7,35646.146097
1566.945516,7,35646.25426
1603.772194,7,35646.35616
1605.361179,7,35646.483311
1611.789884,7,35646.593488
1608.286847,7,35646.698633
1616.691144,7,35646.811842
1610.880751,7,35646.917294
1618.391007,7,35647.032187
1582.83767,7,35647.149149
1630.253426,7,35647.260245
1590.574248,7,35647.370637
1600.113638,7,35647.493767
1599.459,7,35647.623437
1620.529892,7,35647.727193
1612.227354,7,35647.841212
1586.579853,7,35647.954666
1615.556242,7,35648.063165
1618.507751,7,35648.193756
1586.939631,7,35648.31398
1612.749441,7,35648.436655
1630.368035,7,35648.594395
1610.141451,7,35648.75965
1580.667574,7,35648.990644
1607.025853,7,35649.223699
1588.15482,7,35649.381932
1573.801522,7,35649.511057
1620.360645,7,35649.634169
1585.069896,7,35649.756325
1618.661073,7,35649.876011
1611.498568,7,35650.001877
1600.49086,7,35650.177602
1600.743279,7,35650.312152
1622.476965,7,35650.440411
1609.570498,7,35650.581843
1631.188905,7,35650.701874
1616.338332,7,35650.813543
1604.865824,7,35650.919675
1623.509496,7,35651.051246
1616.37153,7,35651.151768
1598.421441,7,35651.255252
1603.67804,7,35651.356778
1611.057888,7,35651.466948
1611.422645,7,35651.576125
1599.864651,7,35651.681576
1608.051703,7,35651.788733
1611.088423,7,35651.877295
1599.717464,7,35652.265773
1560.158519,7,35652.380369
1636.664998,7,35652.489717
1618.77896,7,35652.609995
1633.434443,7,35652.721078
1561.607812,7,35652.814942
1616.548847,7,35652.911287
1568.491152,7,35653.013942
1608.354684,7,35653.10698
1581.759756,7,35653.201507
1582.164651,7,35653.296911
1603.29433,7,35653.422304
1600.888025,7,35653.546101
1604.412958,7,35653.658634
1624.639004,7,35653.76917
1609.46867,7,35653.878335
1589.847617,7,35653.999407
1617.600214,7,35654.11808
1593.567428,7,35654.219114
1571.06873,7,35654.617265
1605.822109,7,35654.765379
1614.208214,7,35654.903357
1587.833816,7,35655.012987
1606.756441,7,35655.14588
1547.876601,7,35655.253437
1594.513686,7,35655.360456
1593.049744,7,35655.483755
1574.534721,7,35655.623866
1611.166939,7,35655.772917
1570.807013,7,35655.94299
1581.056047,7,35656.066157
1623.541977,7,35656.176715
1606.244843,7,35656.29223
1615.443781,7,35656.438803
1602.212053,7,35656.61933
1606.376829,7,35656.762038
1564.308889,7,35656.893152
1556.79517,7,35657.032857
1616.944462,7,35657.165304
1585.63027,7,35657.287329
1628.174073,7,35657.390277
1631.754723,7,35657.520591
1559.257975,7,35657.643733
1581.737719,7,35657.76585
1601.785648,7,35657.885472
1612.04117,7,35658.014521
1615.943838,7,35658.142861
1586.374388,7,35658.258338
1576.466696,7,35658.366452
1625.411752,7,35658.491968
1603.934957,7,35658.606516
1629.906825,7,35658.715033
1625.892561,7,35658.82512
1589.964373,7,35658.939181
1621.730504,7,35659.063373
1600.868325,7,35659.193595
1580.442916,7,35659.320258
1596.375218,7,35659.443021
1604.678101,7,35659.560535
1586.585991,7,35659.670134
1585.419003,7,35659.783263
1630.267377,7,35659.906872
1617.254403,7,35660.027687
1615.827002,7,35660.164744
1598.925433,7,35660.299326
1579.246379,7,35660.426559
1600.196168,7,35660.569678
1599.774369,7,35660.687196
1597.566478,7,35660.790263
1614.68504,7,35660.902833
1607.882864,7,35661.023432
1599.122418,7,35661.132037
1577.372973,7,35661.239847
1615.295071,7,35661.361524
1606.220199,7,35661.521037
1623.053627,7,35661.655607
1602.28723,7,35661.786427
1590.590118,7,35661.949637
1604.826237,7,35662.182048
1582.572037,7,35662.397069
1580.104546,7,35662.545188
1603.326104,7,35662.735149
1592.840152,7,35662.850194
1585.365832,7,35662.967792
1573.479088,7,35663.105149
1604.644726,7,35663.2382
1571.674615,7,35663.33574
1610.855675,7,35663.492033
1602.341559,7,35663.653189
1563.940604,7,35663.834295
1604.687714,7,35663.97868
1604.811677,7,35664.090198
1622.87488,7,35664.203735
1604.866726,7,35664.32025
1587.709722,7,35664.436487
1616.31629,7,35664.557693
1621.765525,7,35664.665267
1622.04291,7,35664.772768
1580.50113,7,35664.918348
1596.762985,7,35665.028811
1624.148542,7,35665.135361
1568.609634,7,35665.242454
1614.393667,7,35665.346632
1577.778178,7,35665.459847
1596.174082,7,35665.569933
1592.73836,7,35665.685448
1613.160832,7,35665.814684
1586.23499,7,35665.956691
1614.971321,7,35666.07526
1608.338924,7,35666.184847
1593.668259,7,35666.287416
1610.46936,7,35666.393187
1601.109235,7,35666.511747
1625.009017,7,35666.647314
1610.54597,7,35666.771855
1590.021752,7,35666.900371
1609.384786,7,35667.00996
1536.911025,7,35667.121632
1551.835023,7,35667.226174
1581.771229,7,35667.639905
1580.60113,7,35667.767381
1613.549128,7,35667.88096
1606.924031,7,35667.998143
1557.486517,7,35668.150267
1592.352245,7,35668.276994
1618.345779,7,35668.384857
1634.836092,7,35668.525449
1563.885847,7,35668.659018
1592.890989,7,35668.845651
1582.48187,7,35669.036178
1559.022919,7,35669.18561
1591.700793,7,35669.33069
1610.043713,7,35669.458717
1598.214388,7,35669.590015
1608.879768,7,35669.734307
1601.555228,7,35669.893429
1582.377652,7,35670.030299
1591.869051,7,35670.177878
1614.430838,7,35670.352094
1618.680494,7,35670.492195
1595.922995,7,35670.611361
1587.375987,7,35670.725921
1576.968648,7,35670.837502
1625.435261,7,35671.053334
1615.604653,7,35671.227588
1602.501297,7,35671.381909
1609.199533,7,35671.815232
1609.657397,7,35671.919532
1593.98326,7,35672.036305
1613.246176,7,35672.160095
1589.145189,7,35672.269865
1612.120427,7,35672.378908
1612.223409,7,35672.525381
1628.294641,7,35672.680213
1636.410661,7,35672.817506
1626.261246,7,35672.94729
1622.427938,7,35673.06537
1606.615858,7,35673.175194
1619.450891,7,35673.28079
1592.137226,7,35673.379996
1629.473772,7,35673.502467
1606.340246,7,35673.621382
1593.089457,7,35673.723256
1614.137674,7,35673.828521
1560.963564,7,35673.929624
1633.256309,7,35674.025784
1572.936591,7,35674.135212
1609.370761,7,35674.243012
1597.037155,7,35674.344868
1600.76133,7,35674.451957
1622.920285,7,35674.596411
1601.739174,7,35674.730856
1618.05492,7,35674.885571
1604.641734,7,35675.044726
1577.681727,7,35675.215971
1627.449769,7,35675.341612
1601.085664,7,35675.45316
1586.286791,7,35675.554326
1593.697453,7,35675.681137
1602.265959,7,35675.791619
1617.710368,7,35675.909736
1615.206131,7,35676.020157
1580.022053,7,35676.127211
1627.368731,7,35676.237701
1592.465745,7,35676.363949
1615.703092,7,35676.495213
1608.013509,7,35676.606407
1592.590153,7,35676.719679
1580.159226,7,35676.896585
1593.949369,7,35677.033076
1593.178582,7,35677.139008
1622.958298,7,35677.232276
1578.310658,7,35677.328121
1593.366794,7,35677.433153
1606.175709,7,35677.543386
1605.439964,7,35677.649156
1618.674848,7,35677.761355
1572.01944,7,35677.862257
1603.475998,7,35677.964782
1598.281225,7,35678.083705
1630.109449,7,35678.191978
1623.168413,7,35678.344801
1604.537976,7,35678.520949
1549.180164,7,35678.665183
1603.655669,7,35678.787363
1610.916741,7,35678.928323
1618.305482,7,35679.033922
1620.881775,7,35679.169895
1624.222036,7,35679.315955
1625.169314,7,35679.444153
1629.408525,7,35679.554049
1601.051914,7,35679.669659
1615.606707,7,35679.790196
1592.42154,7,35679.895408
1627.344848,7,35680.018427
1608.329249,7,35680.141233
1612.671097,7,35680.256299
1597.977792,7,35680.376394
1603.580374,7,35680.491366
1599.692398,7,35680.879668
1602.44671,7,35680.983381
1594.721788,7,35681.094274
1607.831402,7,35681.195064
1609.433409,7,35681.313408
1618.397929,7,35681.499593
1592.728679,7,35681.639278
1602.541888,7,35681.747514
1618.750018,7,35681.87756
1596.651712,7,35681.981186
1613.457555,7,35682.144888
1622.56476,7,35682.280008
1600.932781,7,35682.39137
1635.588857,7,35682.516856
1606.858461,7,35682.626281
1605.428778,7,35682.73389
1615.563617,7,35682.845696
1588.669602,7,35682.950308
1622.149719,7,35683.056171
1566.198621,7,35683.158373
1584.974484,7,35683.262037
1612.105767,7,35683.366857
1585.607291,7,35683.487285
1592.941366,7,35683.610382
1570.57346,7,35683.748759
1601.005361,7,35683.856429
1579.455444,7,35683.955331
1587.456439,7,35684.053318
1600.063621,7,35684.154292
1595.958023,7,35684.249604
1601.288537,7,35684.345188
1551.791758,7,35684.451071
1602.706057,7,35684.550352
1616.879506,7,35684.654264
1589.216684,7,35684.758526
1592.651628,7,35684.856129
1596.527253,7,35684.965338
1592.526964,7,35685.064441
1613.266628,7,35685.16703
1603.223587,7,35685.267641
1594.689526,7,35685.364491
1603.149696,7,35685.470348
1592.681833,7,35685.654432
1572.565742,7,35685.815852
1546.582873,7,35685.944803
1603.458825,7,35686.053462
1589.627402,7,35686.158304
1621.937157,7,35686.260326
1572.594309,7,35686.360709
1603.698525,7,35686.46907
1576.016893,7,35686.57622
1620.320628,7,35686.690306
1619.828711,7,35686.793733
1599.68116,7,35686.900906
1625.621553,7,35687.006884
1610.741735,7,35687.105726
1577.867801,7,35687.207124
1581.542496,7,35687.314741
1610.753766,7,35687.420869
1599.133125,7,35687.537988
1596.13973,7,35687.640615
1575.958435,7,35687.769591
1614.856663,7,35687.928759
1600.627615,7,35688.085103
1617.982526,7,35688.309088
1606.262532,7,35688.485274
1589.449711,7,35688.652274
1613.85872,7,35688.825727
1605.28236,7,35688.964065
1605.922373,7,35689.084532
1613.087243,7,35689.218139
1587.883003,7,35689.356339
1603.770363,7,35689.505757
1592.401534,7,35690.07819
1613.010581,7,35690.190054
1632.915248,7,35690.295672
1608.388043,7,35690.427913
1589.313726,7,35690.560804
1602.444006,7,35690.675809
1594.58565,7,35690.783961
1621.460837,7,35690.886254
1615.359223,7,35690.988847
1582.919217,7,35691.114954
1612.814158,7,35691.23424
1606.710332,7,35691.352637
1607.310509,7,35691.466707
1592.49976,7,35691.606581
1602.976241,7,35691.78686
1609.02298,7,35691.922003
1619.843653,7,35692.042271
1577.493509,7,35692.167019
1605.898434,7,35692.291446
1563.960644,7,35692.409087
1613.747243,7,35692.534193
1604.651115,7,35692.670332
1615.040866,7,35692.799772
1597.477596,7,35692.924212
1590.556307,7,35693.044308
1598.622233,7,35693.167307
1566.99834,7,35693.281089
1603.511783,7,35693.68312
1600.650526,7,35693.797287
1624.347521,7,35693.911145
1611.566729,7,35694.031845
1569.856992,7,35694.140607
1559.336745,7,35694.250227
1600.108485,7,35694.360162
1587.536555,7,35694.487599
1616.474568,7,35694.639893
1596.78172,7,35694.769907
1615.299733,7,35694.939232
1623.116487,7,35695.097781
1619.217761,7,35695.220094
1585.62557,7,35695.3775
1593.48859,7,35695.567788
1620.895359,7,35695.698299
1614.741407,7,35695.816476
1595.351813,7,35695.9382
1633.158568,7,35696.052781
1618.545525,7,35696.173585
1574.677279,7,35696.283134
1618.625166,7,35696.395207
1624.006987,7,35696.508787
1621.683048,7,35696.616999
1614.839736,7,35696.723914
1578.952661,7,35696.83911
1610.796757,7,35696.943573
1583.705441,7,35697.050368
1607.073353,7,35697.167502
1593.581419,7,35697.286814
1589.568573,7,35697.396422
1616.448881,7,35697.513945
1606.480676,7,35697.634099
1620.948806,7,35697.739095
1611.535482,7,35697.855052
1597.286134,7,35697.966112
1617.09137,7,35698.088722
1603.414358,7,35698.204365
1612.964552,7,35698.314022
1605.703371,7,35698.424873
1610.840863,7,35698.527087
1598.159016,7,35698.640944
1610.053294,7,35698.74026
1610.511348,7,35698.848007
1594.10405,7,35698.962471
1565.160306,7,35699.07627
1587.699235,7,35699.194462
1623.134569,7,35699.323766
1605.010487,7,35699.460836
1615.757442,7,35699.577904
1604.385384,7,35699.68366
1581.530792,7,35699.788062
1586.390753,7,35699.890023
1593.418822,7,35699.993563
1624.376145,7,35700.109595
1599.594187,7,35700.221596
1587.812597,7,35700.331403
1618.069587,7,35700.440906
1593.778419,7,35700.551414
1613.214372,7,35700.697867
1593.251792,7,35700.814564
1577.161311,7,35701.03492
1608.337072,7,35701.270386
1603.019649,7,35701.437916
1613.267167,7,35701.574878
1609.052988,7,35701.684181
1614.681848,7,35701.787397
1610.347899,7,35701.923682
1615.053426,7,35702.024774
1591.785792,7,35702.127767
1624.148218,7,35702.2361
1609.194115,7,35702.350521
1556.712381,7,35702.464523
1595.09156,7,35702.581559
1622.461061,7,35702.708036
1592.220356,7,35702.812254
1611.438801,7,35702.915475
1605.328798,7,35703.013357
1628.504069,7,35703.137139
1622.771371,7,35703.261028
1567.368574,7,35703.396452
1622.50304,7,35703.52357
1596.495459,7,35703.636409
1603.663091,7,35703.746937
1589.239635,7,35703.852086
1624.857902,7,35703.949023
1626.477674,7,35704.042208
1612.87461,7,35704.141125
1546.261453,7,35704.237948
1627.342792,7,35704.330765
1629.079814,7,35704.451327
1589.886552,7,35704.556373
1621.373752,7,35704.661146
1589.272124,7,35704.76962
1623.530732,7,35704.891043
1582.978362,7,35704.995638
1635.392001,7,35705.099952
1584.54045,7,35705.199918
1626.850494,7,35705.299865
1619.968503,7,35705.418866
1611.965965,7,35705.960234
1608.922957,7,35706.083005
1601.986972,7,35706.197785
1623.740043,7,35706.302785
1616.73326,7,35706.4152
1622.774705,7,35706.580464
1608.077307,7,35706.735621
1578.923454,7,35706.85175
1614.997972,7,35706.963199
1584.27379,7,35707.086459
1602.628333,7,35707.256311
1602.437748,7,35707.382415
1577.370777,7,35707.517214
1626.49719,7,35707.626675
1579.142639,7,35708.375493
1596.944335,7,35708.568608
1581.799019,7,35708.738473
1578.301276,7,35708.875129
1594.820159,7,35709.056292
1618.300647,7,35709.185262
1631.916391,7,35709.647825
1605.135675,7,35709.756381
1615.405289,7,35709.873466
1634.12595,7,35709.993241
1587.107361,7,35710.115791
1577.8531,7,35710.232509
1574.631132,7,35710.362444
1608.667264,7,35710.494204
1578.7419,7,35710.616211
1630.782897,7,35710.730731
1567.983317,7,35710.848249
1614.539393,7,35710.954785
1615.960684,7,35711.062282
1629.716302,7,35711.169421
1604.677104,7,35711.277566
1591.333804,7,35711.394174
1622.213898,7,35711.503933
1609.578686,7,35711.607965
1621.162481,7,35711.711391
1584.104356,7,35711.811962
1572.066087,7,35711.919045
1586.134283,7,35712.018268
1597.109864,7,35712.112346
1603.681061,7,35712.209505
1590.410464,7,35712.305585
1594.233776,7,35712.425885
1614.604222,7,35712.576076
1598.204719,7,35712.699827
1619.686599,7,35712.822268
1613.334682,7,35712.964325
1588.521962,7,35713.100005
1623.674131,7,35713.262651
